Nomor Asset Utama;Profit Center;Profit Center Text;Cost Center Baru;Deskripsi Cost Center Baru;Nama Cabang/Kawasan;Kode Plant;Periode/Bulan;Tahun Buku;Nomor Asset Asal;Nomor Asset;Sub-number;GL Account Aset;Asset Class;Asset Class Name;Deskripsi Kelompok Aset;Deskripsi Status Aset Tetap;Asset Main No. Text;Akuisisi;Keterangan Asset;Tgl Akusisi;Tgl Perolehan;Tgl Mulai Penyusutan;Masa Manfaat;Sisa Manfaat Aset;Nilai Perolehan Awal Tahun;Nilai Residu %;Nilai Residu Rp;Nilai Perolehan s.d Tahun Berjalan;Adjusment Nilai Perolehan;Nilai Buku Awal Tahun;Nilai Buku s.d Tahun Berjalan;Penyusutan/Bulan;Penyusutan s.d Bulan Berjalan;Penyusutan Tahun Lalu;Penyusutan/Tahun;Akumulasi Penyusutan Tahun Lalu;Adjusment Akm Penyusutan;Penghapusan;Asset Shutdown;Akumulasi Penyusutan;Additional Description;Serial number;Alamat;GL Account Exp. Depre.
120505000123-1;12201;REGION JATIM;1220101111;CEO Reg Jawa Timur;Sub Regional Jawa Timur;1020;12;2025;125151000098;120505000123;1;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/20393216735;0;Peningkatan Kehandalan Jaringan Instalasi Listrik;30/06/2023;31/05/2022;30/06/2022;480;438;22.634.647.190;5,00000000000;1.131.732.360;22.634.647.190;0;20.817.695.306;20.291.567.120;-43.844.016;-526.128.186;-1.816.951.884;-526.128.186;-1.816.951.884;0;0;;-2.343.080.070;214.02.008269109171091700;;Terminal Jamrud;5040201040
120505000124-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000124;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Instalasi Tt/Tr.;01/01/1977;01/01/1977;01/02/1977;300;0;281.187;0,00000000000;1;281.187;0;1;1;0;0;-281.186;0;-281.186;0;0;;-281.186;214.02.008181093109300;;Gardu 40 Prapat Kurung Utr;5040201040
120505000125-0;12201;REGION JATIM;1220101111;CEO Reg Jawa Timur;Sub Regional Jawa Timur;1020;12;2025;;120505000125;0;1205010500;120505;Instalasi Faspel;Backup Genset (Diesel Engine);Aset Tetap Pemilikan Langsung;B/319317873;0;Genset Kapasitas 100 KVA Merk Caterpillar;05/10/2016;05/10/2016;05/11/2016;240;130;324.620.000;5,00000000000;16.231.000;324.620.000;0;64.815.793;60.710.036;-342.146;-4.105.757;-259.804.207;-4.105.757;-259.804.207;0;0;;-263.909.964;214.02.008342109901099000;;Gate Terminal Mirah;5040201040
120505000126-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000126;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Tanah.;01/01/1973;01/01/1973;01/02/1973;300;0;49.124;0,00000000000;1;49.124;0;1;1;0;0;-49.123;0;-49.123;0;0;;-49.123;214.02.008201120112000;;Jl.Prapat Kurung.;5040201040
120505000127-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000127;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Nkba.;01/01/1972;01/01/1972;01/02/1972;300;0;57.994;0,00000000000;1;57.994;0;1;1;0;0;-57.993;0;-57.993;0;0;;-57.993;214.02.008261128112800;;Kade Jamrud Utara/Selatan;5040201040
120505000128-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000128;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Protudor.;01/01/1972;01/01/1972;01/02/1972;300;0;468.645;0,00000000000;1;468.645;0;1;1;0;0;-468.644;0;-468.644;0;0;;-468.644;214.02.008271129112900;;Kade Jamrud Utara/Selatan;5040201040
120505000129-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000129;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Nyfgby.;01/01/1972;01/01/1972;01/02/1972;300;0;204.300;0,00000000000;1;204.300;0;1;1;0;0;-204.299;0;-204.299;0;0;;-204.299;214.02.008281130113000;;Kade Berlian.;5040201040
120505000130-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000130;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Nyfgby.;01/01/1972;01/01/1972;01/02/1972;300;0;239.009;0,00000000000;1;239.009;0;1;1;0;0;-239.008;0;-239.008;0;0;;-239.008;214.02.008291131113100;;Kade Berlian.;5040201040
120505000131-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000131;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Nkba.;01/01/1977;01/01/1977;01/02/1977;300;0;107.554;0,00000000000;1;107.554;0;1;1;0;0;-107.553;0;-107.553;0;0;;-107.553;214.02.008331136113600;;Jl.Nilam Barat.;5040201040
120505000132-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000132;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Nyf9. By.;01/01/1973;01/01/1973;01/02/1973;300;0;23.348;0,00000000000;1;23.348;0;1;1;0;0;-23.347;0;-23.347;0;0;;-23.347;214.02.008361143114300;;Jl.Perak Barat/Timur.;5040201040
120505000133-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000133;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik/ Kabel Bc.;01/01/1975;01/01/1975;01/02/1975;300;0;233.904;0,00000000000;1;233.904;0;1;1;0;0;-233.903;0;-233.903;0;0;;-233.903;214.02.008371144114400;;Jl.Prapat Kurung.;5040201040
120505000134-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000134;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Inst.Listrik/Moger Insulation Con.Tuster;01/01/1976;01/01/1976;01/02/1976;300;0;376;0,00000000000;1;376;0;1;1;0;0;-375;0;-375;0;0;;-375;214.02.008381150115000;;Gud.Listrik P.Kurung Utr.4;5040201040
120505000135-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000135;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik.;01/01/1962;01/01/1962;01/02/1962;300;0;888.752;0,00000000000;1;888.752;0;1;1;0;0;-888.751;0;-888.751;0;0;;-888.751;214.02.008391153115300;;Gardu Utara Kalimas Baru.;5040201040
120505000136-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000136;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik.;01/01/1962;01/01/1962;01/02/1962;300;0;844.314;0,00000000000;1;844.314;0;1;1;0;0;-844.313;0;-844.313;0;0;;-844.313;214.02.008401154115400;;Gardu Selatan Kalimas Baru;5040201040
120505000137-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000137;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik;01/01/1962;01/01/1962;01/02/1962;300;0;466.594;0,00000000000;1;466.594;0;1;1;0;0;-466.593;0;-466.593;0;0;;-466.593;214.02.008411157115700;;Jl.Kalimas Baru  G.S 15;5040201040
120505000138-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000138;0;1205010500;120505;Instalasi Faspel;Panel Kontrol & Proteksi;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik;01/01/1962;01/01/1962;01/02/1962;300;0;999.846;0,00000000000;1;999.846;0;1;1;0;0;-999.845;0;-999.845;0;0;;-999.845;214.02.008421159115900;;Jl.Jamrud Utara G.S 2/3;5040201040
120505000139-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000139;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik;01/01/1962;01/01/1962;01/02/1962;300;0;183.305;0,00000000000;1;183.305;0;1;1;0;0;-183.304;0;-183.304;0;0;;-183.304;214.02.008431160116000;;Jl.Perak Timur G.S 4;5040201040
120505000140-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000140;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik;01/01/1962;01/01/1962;01/02/1962;300;0;103.687;0,00000000000;1;103.687;0;1;1;0;0;-103.686;0;-103.686;0;0;;-103.686;214.02.008441163116300;;Jl.Perak Brt/Pt Dock Gs 7;5040201040
120505000141-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000141;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik;01/01/1962;01/01/1962;01/02/1962;300;0;207.375;0,00000000000;1;207.375;0;1;1;0;0;-207.374;0;-207.374;0;0;;-207.374;214.02.008451164116400;;Jl.Prapat Kurung Ut.Gs 8;5040201040
120505000142-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000142;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik/ G.S 17;01/01/1962;01/01/1962;01/02/1962;480;0;553.001;0,00000000000;1;553.001;0;1;1;0;0;-553.000;0;-553.000;0;0;;-553.000;214.02.008471166116600;;Jl.Prapat Kurung Utara.;5040201040
120505000143-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000143;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik/ G.S 25;01/01/1962;01/01/1962;01/02/1962;480;0;155.531;0,00000000000;1;155.531;0;1;1;0;0;-155.530;0;-155.530;0;0;;-155.530;214.02.008481167116700;;Jl.Prapat Kurung Utara.;5040201040
120505000144-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000144;0;1205010500;120505;Instalasi Faspel;Panel Kontrol & Proteksi;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik.;01/01/1962;01/01/1962;01/02/1962;300;0;177.750;0,00000000000;1;177.750;0;1;1;0;0;-177.749;0;-177.749;0;0;;-177.749;214.02.008491169116900;;Gardu No.19 Jl.Nilam Timur;5040201040
120505000145-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000145;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik.;01/01/1969;01/01/1969;01/02/1969;300;0;940.102;0,00000000000;1;940.102;0;1;1;0;0;-940.101;0;-940.101;0;0;;-940.101;214.02.008511172117200;;Gardu No.36 Jl.Perak Timur;5040201040
120505000146-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000146;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik.;01/01/1932;01/01/1932;01/02/1932;300;0;5.005.453;0,00000000000;1;5.005.453;0;1;1;0;0;-5.005.452;0;-5.005.452;0;0;;-5.005.452;214.02.008531174117400;;Gardu Listrik Plb.Tg.Perak;5040201040
120505000147-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000147;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Gardu Listrik/ Gardu No.40.;01/01/1977;01/01/1977;01/02/1977;480;0;1.481.253;0,00000000000;1;1.481.253;0;1;1;0;0;-1.481.252;0;-1.481.252;0;0;;-1.481.252;214.02.008541194119400;;Hubungan Kantor Div.Tehnik;5040201040
120505000148-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000148;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/25;0;Inst.Listrik / Tiang Cengkeh-Mercury.;01/01/1973;01/01/1973;01/02/1973;300;0;2.370.006;0,00000000000;25;2.370.006;0;25;25;0;0;-2.369.981;0;-2.369.981;0;0;;-2.369.981;214.02.008551203120300;;Jl.Perak Barat/Timur.;5040201040
120505000149-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000149;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/3;0;Instalasi Listrik/ Tiang Cengkeh Mercuri;01/01/1973;01/01/1973;01/02/1973;300;0;272.550;0,00000000000;3;272.550;0;3;3;0;0;-272.547;0;-272.547;0;0;;-272.547;214.02.008561204120400;;Jl.Perak Barat/Timur.;5040201040
120505000150-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000150;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/1;0;Inst.Listrik./ Tiang Cengkeh - Natrium.;01/01/1971;01/01/1971;01/02/1971;300;0;150.100;0,00000000000;1;150.100;0;1;1;0;0;-150.099;0;-150.099;0;0;;-150.099;214.02.008571205120500;;Jl.Perak Barat/Timur.;5040201040
120505000151-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000151;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/1;0;Inst.Listrik./ Tiang Cengkeh - Natrium.;01/01/1971;01/01/1971;01/02/1971;300;0;187.625;0,00000000000;1;187.625;0;1;1;0;0;-187.624;0;-187.624;0;0;;-187.624;214.02.008581207120700;;Jl.Prapat Kurung.;5040201040
120505000152-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000152;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/54;0;Inst.Listrik./Tiang Cengkeh-Mercuri.;01/01/1975;01/01/1975;01/02/1975;300;0;5.785.777;0,00000000000;54;5.785.777;0;54;54;0;0;-5.785.723;0;-5.785.723;0;0;;-5.785.723;214.02.008591208120800;;Jl.Prapat Kurung Utara.;5040201040
120505000153-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000153;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/37;0;Inst.Listrik / Tiang Cengkeh-Mercury.;01/01/1974;01/01/1974;01/02/1974;300;0;2.831.668;0,00000000000;37;2.831.668;0;37;37;0;0;-2.831.631;0;-2.831.631;0;0;;-2.831.631;214.02.008601211121100;;Jl.Jamrud Utara/Selatan.;5040201040
120505000154-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000154;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/14;0;Inst.Listrik / Tiang Enkel-Mercury.;01/01/1974;01/01/1974;01/02/1974;300;0;908.000;0,00000000000;14;908.000;0;14;14;0;0;-907.986;0;-907.986;0;0;;-907.986;214.02.008611212121200;;Jl.Berlian.;5040201040
120505000155-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000155;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/27;0;Inst.Listrik / Tiang Cengkeh - Mercury.;01/01/1977;01/01/1977;01/02/1977;300;0;1.135.825;0,00000000000;27;1.135.825;0;27;27;0;0;-1.135.798;0;-1.135.798;0;0;;-1.135.798;214.02.008621213121300;;Jl.Nilam Barat.;5040201040
120505000156-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000156;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/11;0;Inst.Listrik / Ting Enkel - Mercury.;01/01/1977;01/01/1977;01/02/1977;300;0;841.846;0,00000000000;11;841.846;0;11;11;0;0;-841.835;0;-841.835;0;0;;-841.835;214.02.008631214121400;;Taman Priok.;5040201040
120505000157-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000157;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/3;0;Inst.Listrik / Tiang Enkel - Mercury.;01/01/1977;01/01/1977;01/02/1977;300;0;137.756;0,00000000000;3;137.756;0;3;3;0;0;-137.753;0;-137.753;0;0;;-137.753;214.02.008641215121500;;Taman Priok.;5040201040
120505000158-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000158;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/31;0;Inst.Listrik / Tiang Cengkeh - Mercury.;01/01/1976;01/01/1976;01/02/1976;300;0;3.486.721;0,00000000000;31;3.486.721;0;31;31;0;0;-3.486.690;0;-3.486.690;0;0;;-3.486.690;214.02.008651216121600;;Jl.Perak Barat/Perak Timur;5040201040
120505000159-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000159;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/1;0;Inst. Listrik/ Tiang Cengkeh - Natrium.;01/01/1971;01/01/1971;01/02/1971;300;0;262.675;0,00000000000;1;262.675;0;1;1;0;0;-262.674;0;-262.674;0;0;;-262.674;214.02.008661218121800;;Prapatan Jakarta.;5040201040
120505000160-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000160;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/1;0;Inst.Listrik / Tiang Enkel - Natrium.;01/01/1975;01/01/1975;01/02/1975;300;0;179.189;0,00000000000;1;179.189;0;1;1;0;0;-179.188;0;-179.188;0;0;;-179.188;214.02.008671221122100;;Prapatan Kalimas Baru.;5040201040
120505000161-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000161;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;599.866;0,00000000000;4;599.866;0;4;4;0;0;-599.862;0;-599.862;0;0;;-599.862;214.02.008681222122200;;Berlian Gudang 402/Kade.;5040201040
120505000162-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000162;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;749.832;0,00000000000;4;749.832;0;4;4;0;0;-749.828;0;-749.828;0;0;;-749.828;214.02.008711225122500;;Jamrud Gudang 124 - 125.;5040201040
120505000163-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000163;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi - Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;599.866;0,00000000000;4;599.866;0;4;4;0;0;-599.862;0;-599.862;0;0;;-599.862;214.02.008731228122800;;Berlian (Gudang No.400 ).;5040201040
120505000164-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000164;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi - Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;599.866;0,00000000000;4;599.866;0;4;4;0;0;-599.862;0;-599.862;0;0;;-599.862;214.02.008741229122900;;Berlian Gudang No.401-402;5040201040
120505000165-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000165;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi - Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;749.832;0,00000000000;4;749.832;0;4;4;0;0;-749.828;0;-749.828;0;0;;-749.828;214.02.008751232123200;;Jamrud Gudang No.101-102.;5040201040
120505000166-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000166;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/4;0;Inst.Listrik / Tiang Besi - Matrim.;01/01/1976;01/01/1976;01/02/1976;300;0;749.832;0,00000000000;4;749.832;0;4;4;0;0;-749.828;0;-749.828;0;0;;-749.828;214.02.008761233123300;;Jamrud Gudang No.106-107.;5040201040
120505000167-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000167;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/2;0;Inst.Listrik / Tiang Cengkeh-Natrium.;01/01/1974;01/01/1974;01/02/1974;300;0;294.995;0,00000000000;2;294.995;0;2;2;0;0;-294.993;0;-294.993;0;0;;-294.993;214.02.008771235123500;;Perak Barat/Timur/Kalimas;5040201040
120505000168-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000168;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/5;0;Inst.Listrik / Tiang Enkel - Mercury.;01/01/1975;01/01/1975;01/02/1975;300;0;274.994;0,00000000000;5;274.994;0;5;5;0;0;-274.989;0;-274.989;0;0;;-274.989;214.02.008781236123600;;Jl.Jamrud Utara.;5040201040
120505000169-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000169;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/50;0;Inst.Listrik / Tiang Enkel - Natrium.;01/01/1973;01/01/1973;01/02/1973;300;0;2.438.629;0,00000000000;50;2.438.629;0;50;50;0;0;-2.438.579;0;-2.438.579;0;0;;-2.438.579;214.02.008791237123700;;Kade Kalimas.;5040201040
120505000170-0;12201;REGION JATIM;1220106311;Sd Pralatan & Instal;Sub Regional Jawa Timur;1020;12;2025;;120505000170;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/7;0;Inst.Listrik / Tiang Enkel - Mercury.;01/01/1973;01/01/1973;01/02/1973;300;0;341.408;0,00000000000;7;341.408;0;7;7;0;0;-341.401;0;-341.401;0;0;;-341.401;214.02.008801238123800;;Kade Kalimas.;5040201040
120505000171-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000171;0;1205010500;120505;Instalasi Faspel;PJU;Aset Tetap Pemilikan Langsung;B/15;0;Inst.Listrik / Tiang Enkel - Natrium.;01/01/1972;01/01/1972;01/02/1972;300;0;1.007.252;0,00000000000;15;1.007.252;0;15;15;0;0;-1.007.237;0;-1.007.237;0;0;;-1.007.237;214.02.008821240124000;;Kade Nilam Timur.;5040201040
120505000172-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000172;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/5110223;0;Jaringan Tegangan Rendah;01/12/1993;01/12/1993;01/01/1994;480;96;53.791.818;0,00000000000;0;53.791.818;0;0;0;0;0;-53.791.818;0;-53.791.818;0;0;;-53.791.818;214.02.008931285128500;;Gapura Surya;5040201040
120505000173-0;12205;JAMRUD;1220502311;Pelayanan Terminal;Terminal Jamrud;1022;12;2025;;120505000173;0;1205010500;120505;Instalasi Faspel;Panel Kontrol & Proteksi;Aset Tetap Pemilikan Langsung;B/4720982;0;System Pengaman Arus Gcb,Ocr,Ocb Oil;01/12/1993;01/12/1993;01/01/1994;300;0;49.694.545;0,00000000000;0;49.694.545;0;0;0;0;0;-49.694.545;0;-49.694.545;0;0;;-49.694.545;214.02.008951290129000;;0;5040201040
120505000174-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000174;0;1205010500;120505;Instalasi Faspel;Fire Alarm & Detector;Aset Tetap Pemilikan Langsung;B/10958510;0;Mesin Pendingin Dan Fire Alrm;01/12/1993;01/12/1993;01/01/1994;300;0;115.352.727;0,00000000000;0;115.352.727;0;0;0;0;0;-115.352.727;0;-115.352.727;0;0;;-115.352.727;214.02.008961292129200;;Ruang Komputer;5040201040
120505000176-0;12205;JAMRUD;1220504711;Perencanaan dan Adm;Terminal Jamrud;1022;12;2025;;120505000176;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Mesin Pendingin Ins. Listrik;01/05/1993;01/05/1993;01/06/1993;120;0;43.239.100;0,00000000000;1;43.239.100;0;1;1;0;0;-43.239.099;0;-43.239.099;0;0;;-43.239.099;214.02.009081308130800;;Kantor Baru;5040201040
120505000177-0;12201;REGION JATIM;1220105511;SubDiv of Prprty&Oth;Sub Regional Jawa Timur;1020;12;2025;;120505000177;0;1205010500;120505;Instalasi Faspel;Jaringan Kabel Listrik;Aset Tetap Pemilikan Langsung;B/1;0;Instalasi Listrik./ Ac.;01/01/1978;01/01/1978;01/02/1978;120;0;976.696;0,00000000000;1;976.696;0;1;1;0;0;-976.695;0;-976.695;0;0;;-976.695;214.02.009241592159200;;Ac. Di Gedung Barunawati.;5040201040
